Drugbank.ID;DrugTargets;MeSH.ID;DiseaseProteins
DB00995;[25824, 3551];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
DB01097;[196, 2185];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
DB00605;[5742, 5743, 5595, 231, 5467];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
DB00563;[1719];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
DB00586;[3786, 3785, 41, 5742, 5743, 240, 5320, 6329];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
DB00328;[5468, 5742, 5743, 2739, 5320];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
DB01611;[51284, 54106];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
DB00993;[3251];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
DB00608;[7124, 54106, 2939];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
DB01050;[1080, 596, 7056, 5327, 5742, 5743, 2169, 5468];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
DB00795;[38, 1147, 3551, 23657, 5742, 5743, 240, 5468];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
DB00482;[5170, 5743];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
DB00749;[5742, 5743, 6256];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
DB00741;[301, 2908];D001172;[4282, 6583, 4277, 3663, 6775, 3569, 23569, 115352, 3309, 4795, 55937, 344462, 7128, 23534, 54665, 3127, 100270827, 259308, 5211, 958, 11170, 79722, 3123, 26191, 3516, 3559, 10665, 3899, 326, 389203, 6366, 5966, 1235, 3663, 90355, 3135, 200734, 1493, 23569, 167826, 3132, 353011, 3119, 26147, 3117, 344423, 3118, 164832, 389715, 640, 4855, 7185, 83648]
DB00549;[10800];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB00277;[5139, 5142, 5141, 3066, 135, 134, 8654, 136];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB00221;[153];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB01409;[1128, 1129, 1131];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB00852;[150, 153, 154, 148, 6532, 6530, 6531];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB00744;[240];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB00716;[3320, 5729, 10800, 2357];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB00741;[301, 2908];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB01234;[301, 2908, 190, 4843];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB00471;[10800, 240];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB01003;[6286, 3778];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB00920;[27115, 5151, 5150, 5144, 5142, 5226, 8622, 5143, 3269, 5141];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB01364;[148, 6571, 43, 6530];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB01303;[135, 134, 3066, 5139, 5141];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB01064;[8503, 155, 5594, 5296, 5295, 153, 154];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB00572;[1133, 1129, 1128, 1131, 1132];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB00860;[2908];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB01001;[153, 154];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB01223;[3066, 5139, 134];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB00651;[27115, 5150, 5144, 5142, 5143, 5141, 135, 134];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB00635;[2908, 3290];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB01274;[154];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB00588;[2908, 5241, 4306, 5321];D001249;[94103, 30009, 80332, 4589, 57628, 7941, 2615, 84640, 100131609, 4088, 401157, 253013, 90865, 55876, 441376, 644540, 3122, 9173, 3570, 9283, 10665, 6046, 1116, 1118, 1017, 8809, 6821, 85480, 5144, 26953, 169026, 3132, 91137, 284110, 64375, 23418, 3560, 56946, 3119, 3118, 1999, 220959, 3115, 3113, 3111, 3117, 149628, 5089, 4855, 56244]
DB00635;[2908, 3290];D001327;[6583, 10558, 1145, 147409, 1786, 190, 5078, 3309, 100133941, 6927, 5133, 10125, 4282, 4803, 115352, 1773, 356, 50943, 26191, 5376, 2743, 3559, 2741, 83737, 55315, 326, 547, 65125, 5788, 51062, 1234, 2213, 7292, 346171, 720, 3663, 8518, 1134, 7100, 355, 10019, 11277, 23569, 64135, 3702, 4795, 3172, 1285, 843, 5428, 841, 7253, 4277, 6775, 100293534, 3569, 5573, 3684, 3575, 9517, 1493, 3630, 721, 55024, 2516, 54414, 1380, 4914, 100131609, 7128, 9071, 3132, 84991, 60468, 7917, 26471, 5747, 80737, 80736, 10340, 400223, 3710, 401250, 11118, 442257, 4234, 696, 100130988, 23, 3122, 10892, 3120, 1591, 3127, 7054, 11116, 10665, 10666, 78994, 407977, 723961, 267014, 29113, 267016, 267017, 389715, 387046, 352961, 115509, 678, 286016, 3481, 54207, 8635, 677, 1797, 9374, 3135, 23274, 200734, 1493, 23569, 9474, 167826, 389203, 246778, 100189469, 64375, 79970, 8870, 100271063, 554251, 5594, 29121, 646702, 6565, 344423, 2315, 164832, 10554, 25780, 5696, 3123, 84547, 55024, 55584, 923, 56244, 2065, 259308, 55937, 10320, 55328, 199, 64288, 169792, 6821, 10538, 352997, 116935, 221527, 388011, 387122, 100270827, 399, 6148, 8449, 267015, 449492, 449493, 4280, 283598, 3663, 79722, 8935, 54899, 10255, 3087, 353006, 55423, 6311, 919, 90355, 730070, 1656, 100189529, 5966, 1235, 1236, 23498, 3586, 5820, 9526, 56984, 170679, 100271203, 11120, 645950, 921, 26797, 57827, 150280, 23095, 353011, 259197, 4758, 359758, 7292, 7148, 3394, 26147, 4295, 6775, 79692, 3092, 640, 387117, 11262, 644020, 139716, 430, 3593, 7297, 56169, 80862, 100271600, 629, 9844, 100189539, 8741, 2294, 8320, 5771, 7919, 7918, 83648, 6605, 394263, 100271271, 353002, 8341, 100270925, 3009, 440387, 23242, 7412, 22979, 23534, 80069, 474354, 965, 7936, 3516, 394254, 387103, 11170, 3899, 7916, 115352, 26191, 100130756, 27120, 6665, 2113, 6366, 10919, 375616, 57661, 349158, 4277, 1504, 160365, 639, 4279, 64135, 131368, 1594, 10019, 57176, 80760, 3075, 64332, 121260, 780, 8477, 6048, 7132, 114904, 868, 54806, 4439, 5341, 1997, 344462, 221584, 6753, 3118, 3687, 969, 3684, 6774, 51646, 3116, 22925, 25865, 1512, 10318, 285834, 53347, 54665, 63940, 8897, 3630, 729816, 6891, 6890, 11181, 5211, 81606, 2914, 6941, 283165, 55876, 3304, 4276, 4008, 958, 57713, 3305, 3109, 3106, 3107, 100130889, 53832, 5491, 8740, 717, 22898, 135656, 326, 3976, 253018, 150221, 150223, 147, 5796, 55384, 116379, 414777, 440836, 1460, 117289, 3559, 2135, 81797, 10461, 152100, 84769, 1041, 7332, 3119, 5460, 3117, 84162, 100129192, 7253, 942, 3112, 148867, 8859, 7741, 54536, 80018, 57705, 29777, 4855, 6231, 7185, 399716]
DB00959;[2908];D001327;[6583, 10558, 1145, 147409, 1786, 190, 5078, 3309, 100133941, 6927, 5133, 10125, 4282, 4803, 115352, 1773, 356, 50943, 26191, 5376, 2743, 3559, 2741, 83737, 55315, 326, 547, 65125, 5788, 51062, 1234, 2213, 7292, 346171, 720, 3663, 8518, 1134, 7100, 355, 10019, 11277, 23569, 64135, 3702, 4795, 3172, 1285, 843, 5428, 841, 7253, 4277, 6775, 100293534, 3569, 5573, 3684, 3575, 9517, 1493, 3630, 721, 55024, 2516, 54414, 1380, 4914, 100131609, 7128, 9071, 3132, 84991, 60468, 7917, 26471, 5747, 80737, 80736, 10340, 400223, 3710, 401250, 11118, 442257, 4234, 696, 100130988, 23, 3122, 10892, 3120, 1591, 3127, 7054, 11116, 10665, 10666, 78994, 407977, 723961, 267014, 29113, 267016, 267017, 389715, 387046, 352961, 115509, 678, 286016, 3481, 54207, 8635, 677, 1797, 9374, 3135, 23274, 200734, 1493, 23569, 9474, 167826, 389203, 246778, 100189469, 64375, 79970, 8870, 100271063, 554251, 5594, 29121, 646702, 6565, 344423, 2315, 164832, 10554, 25780, 5696, 3123, 84547, 55024, 55584, 923, 56244, 2065, 259308, 55937, 10320, 55328, 199, 64288, 169792, 6821, 10538, 352997, 116935, 221527, 388011, 387122, 100270827, 399, 6148, 8449, 267015, 449492, 449493, 4280, 283598, 3663, 79722, 8935, 54899, 10255, 3087, 353006, 55423, 6311, 919, 90355, 730070, 1656, 100189529, 5966, 1235, 1236, 23498, 3586, 5820, 9526, 56984, 170679, 100271203, 11120, 645950, 921, 26797, 57827, 150280, 23095, 353011, 259197, 4758, 359758, 7292, 7148, 3394, 26147, 4295, 6775, 79692, 3092, 640, 387117, 11262, 644020, 139716, 430, 3593, 7297, 56169, 80862, 100271600, 629, 9844, 100189539, 8741, 2294, 8320, 5771, 7919, 7918, 83648, 6605, 394263, 100271271, 353002, 8341, 100270925, 3009, 440387, 23242, 7412, 22979, 23534, 80069, 474354, 965, 7936, 3516, 394254, 387103, 11170, 3899, 7916, 115352, 26191, 100130756, 27120, 6665, 2113, 6366, 10919, 375616, 57661, 349158, 4277, 1504, 160365, 639, 4279, 64135, 131368, 1594, 10019, 57176, 80760, 3075, 64332, 121260, 780, 8477, 6048, 7132, 114904, 868, 54806, 4439, 5341, 1997, 344462, 221584, 6753, 3118, 3687, 969, 3684, 6774, 51646, 3116, 22925, 25865, 1512, 10318, 285834, 53347, 54665, 63940, 8897, 3630, 729816, 6891, 6890, 11181, 5211, 81606, 2914, 6941, 283165, 55876, 3304, 4276, 4008, 958, 57713, 3305, 3109, 3106, 3107, 100130889, 53832, 5491, 8740, 717, 22898, 135656, 326, 3976, 253018, 150221, 150223, 147, 5796, 55384, 116379, 414777, 440836, 1460, 117289, 3559, 2135, 81797, 10461, 152100, 84769, 1041, 7332, 3119, 5460, 3117, 84162, 100129192, 7253, 942, 3112, 148867, 8859, 7741, 54536, 80018, 57705, 29777, 4855, 6231, 7185, 399716]
DB00759;[5621];D001424;[3593, 8517, 3460, 55851, 3459, 6772, 5663, 1536, 23385, 3594, 3127, 168507, 124460, 3128, 79747, 1540, 3122, 3123, 9966, 10878, 734, 646583, 5932, 352961, 4277, 80099, 6299, 3119, 3118, 3117, 55744, 400757, 149233, 8767, 64127, 121838, 144811, 160857, 56244]
DB01137;[7153];D001424;[3593, 8517, 3460, 55851, 3459, 6772, 5663, 1536, 23385, 3594, 3127, 168507, 124460, 3128, 79747, 1540, 3122, 3123, 9966, 10878, 734, 646583, 5932, 352961, 4277, 80099, 6299, 3119, 3118, 3117, 55744, 400757, 149233, 8767, 64127, 121838, 144811, 160857, 56244]
DB01597;[1800];D001424;[3593, 8517, 3460, 55851, 3459, 6772, 5663, 1536, 23385, 3594, 3127, 168507, 124460, 3128, 79747, 1540, 3122, 3123, 9966, 10878, 734, 646583, 5932, 352961, 4277, 80099, 6299, 3119, 3118, 3117, 55744, 400757, 149233, 8767, 64127, 121838, 144811, 160857, 56244]
DB00302;[5340];D001778;[3717, 11093, 8546, 3674, 7454, 7450, 5627, 79803, 5624, 90411, 3257, 2155, 2157, 26258, 84343, 2153, 2244, 1675, 2266, 2159, 388552, 2815, 2812, 3998, 462, 3075, 11234, 2158, 948, 89781, 7066, 2147, 3690, 2677, 2165, 84062, 2243, 2161, 2160, 2162]
DB01022;[632, 2677];D001778;[3717, 11093, 8546, 3674, 7454, 7450, 5627, 79803, 5624, 90411, 3257, 2155, 2157, 26258, 84343, 2153, 2244, 1675, 2266, 2159, 388552, 2815, 2812, 3998, 462, 3075, 11234, 2158, 948, 89781, 7066, 2147, 3690, 2677, 2165, 84062, 2243, 2161, 2160, 2162]
DB00282;[2224];D001847;[5176, 760, 8022, 23592, 5745, 7227, 60681, 8540, 5479, 7058, 1836, 4148, 4982, 3977, 28962, 142680, 1311, 121340, 50964, 3248, 7040, 10682, 10683, 3339, 2260, 6399, 7253, 2316, 8878, 415, 1387, 4488, 8483, 2778, 57539, 169792, 120227, 8600, 1482, 6452, 8443, 7038, 5251, 4041, 4049, 1513, 2263, 64175, 64840, 9469, 2074, 8200, 9842, 4758, 2254, 4750, 6777, 2261, 7421, 54829, 50506, 1299, 9241, 9533, 79659, 2200, 8820, 9401, 2688, 405753, 7291, 10312, 84572, 9451, 1594, 7124, 6528, 7080, 100507436, 59341, 1186, 860, 1184, 2697, 2693, 2692, 10491, 2690, 2737, 132884, 1161, 139285, 8074, 64327, 6949, 5728, 2132, 5352, 2131, 3239, 5191, 5727, 871, 1298, 4591, 2033, 51082, 8675, 1758, 7474, 1297, 1278, 4313, 207, 5167, 4318, 1277, 81794, 392255, 8792, 389434, 2121, 1280, 5447, 8481, 79158, 57192, 4853, 3593, 150538, 10678, 23046, 79574, 79577, 390283, 100271278, 9755, 22918, 9658, 389136, 4276, 51752, 10085, 100169835, 3107, 7056, 196527, 200728, 25949, 23657, 4982, 10660, 10584, 267015, 652411, 5966, 501, 147, 3837, 729816, 391282, 10133, 952, 8792, 351143, 100270956, 4055, 1435, 149233, 864, 25978, 344423, 51059, 10758, 205327, 54510, 8707, 3844, 100129584, 400867, 284274]
